Exiobase - Region,Exiobase - Category
SMR,"Bottles for treatment, Recycling of bottles by direct reuse"
SMR,Electricity by coal
SMR,Electricity by gas
SMR,Electricity by nuclear
SMR,Electricity by hydro
SMR,Electricity by wind
SMR,Electricity by petroleum and other oil derivatives
SMR,Electricity by biomass and waste
SMR,Electricity by solar photovoltaic
SMR,Electricity by solar thermal
SMR,"Electricity by tide, wave, ocean"
SMR,Electricity by Geothermal
SMR,Electricity nec
SMR,Transmission services of electricity
SMR,Distribution and trade services of electricity
SMR,Coke oven gas
SMR,Blast Furnace Gas
SMR,Oxygen Steel Furnace Gas
SMR,Gas Works Gas
SMR,Biogas
SMR,Distribution services of gaseous fuels through mains
SMR,Steam and hot water supply services
SMR,"Collected and purified water, distribution services of water (41)"
SMR,Construction work (45)
SMR,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates"
SMR,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
SMR,Retail trade services of motor fuel
SMR,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)"
SMR,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)"
SMR,Hotel and restaurant services (55)
SMR,Railway transportation services
SMR,Other land transportation services
SMR,Transportation services via pipelines
SMR,Sea and coastal water transportation services
SMR,Inland water transportation services
SMR,Air transport services (62)
SMR,Supporting and auxiliary transport services; travel agency services (63)
SMR,Post and telecommunication services (64)
SMR,"Financial intermediation services, except insurance and pension funding services (65)"
SMR,"Insurance and pension funding services, except compulsory social security services (66)"
SMR,Services auxiliary to financial intermediation (67)
SMR,Real estate services (70)
SMR,Renting services of machinery and equipment without operator and of personal and household goods (71)
SMR,Computer and related services (72)
SMR,Research and development services (73)
SMR,Other business services (74)
SMR,Public administration and defence services; compulsory social security services (75)
SMR,Education services (80)
SMR,Health and social work services (85)
SMR,Food waste for treatment: incineration
SMR,Paper waste for treatment: incineration
SMR,Plastic waste for treatment: incineration
SMR,Intert/metal waste for treatment: incineration
SMR,Textiles waste for treatment: incineration
SMR,Wood waste for treatment: incineration
SMR,Oil/hazardous waste for treatment: incineration
SMR,Food waste for treatment: biogasification and land application
SMR,Paper waste for treatment: biogasification and land application
SMR,Sewage sludge for treatment: biogasification and land application
SMR,Food waste for treatment: composting and land application
SMR,Paper and wood waste for treatment: composting and land application
SMR,Food waste for treatment: waste water treatment
SMR,Other waste for treatment: waste water treatment
SMR,Food waste for treatment: landfill
SMR,Paper for treatment: landfill
SMR,Plastic waste for treatment: landfill
SMR,Inert/metal/hazardous waste for treatment: landfill
SMR,Textiles waste for treatment: landfill
SMR,Wood waste for treatment: landfill
SMR,Membership organisation services n.e.c. (91)
SMR,"Recreational, cultural and sporting services (92)"
SMR,Other services (93)
SMR,Private households with employed persons (95)
SMR,Extra-territorial organizations and bodies
STP,Paddy rice
STP,Wheat
STP,Cereal grains nec
STP,"Vegetables, fruit, nuts"
STP,Oil seeds
STP,"Sugar cane, sugar beet"
STP,Plant-based fibers
STP,Crops nec
STP,Cattle
STP,Pigs
STP,Poultry
STP,Meat animals nec
STP,Animal products nec
STP,Raw milk
STP,"Wool, silk-worm cocoons"
STP,Manure (conventional treatment)
STP,Manure (biogas treatment)
STP,"Products of forestry, logging and related services (02)"
STP,Fish and other fishing products; services incidental of fishing (05)
STP,Anthracite
STP,Coking Coal
STP,Other Bituminous Coal
STP,Sub-Bituminous Coal
STP,Patent Fuel
STP,Lignite/Brown Coal
STP,BKB/Peat Briquettes
STP,Peat
STP,"Crude petroleum and services related to crude oil extraction, excluding surveying"
STP,"Natural gas and services related to natural gas extraction, excluding surveying"
STP,Natural Gas Liquids
STP,Other Hydrocarbons
STP,Uranium and thorium ores (12)
STP,Iron ores
STP,Copper ores and concentrates
STP,Nickel ores and concentrates
STP,Aluminium ores and concentrates
STP,Precious metal ores and concentrates
STP,"Lead, zinc and tin ores and concentrates"
STP,Other non-ferrous metal ores and concentrates
STP,Stone
STP,Sand and clay
STP,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c."
STP,Products of meat cattle
STP,Products of meat pigs
STP,Products of meat poultry
STP,Meat products nec
STP,products of Vegetable oils and fats
STP,Dairy products
STP,Processed rice
STP,Sugar
STP,Food products nec
STP,Beverages
STP,Fish products
STP,Tobacco products (16)
STP,Textiles (17)
STP,Wearing apparel; furs (18)
STP,Leather and leather products (19)
STP,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)
STP,"Wood material for treatment, Re-processing of secondary wood material into new wood material"
STP,Pulp
STP,"Secondary paper for treatment, Re-processing of secondary paper into new pulp"
STP,Paper and paper products
STP,Printed matter and recorded media (22)
STP,Coke Oven Coke
STP,Gas Coke
STP,Coal Tar
STP,Motor Gasoline
STP,Aviation Gasoline
STP,Gasoline Type Jet Fuel
STP,Kerosene Type Jet Fuel
STP,Kerosene
STP,Gas/Diesel Oil
STP,Heavy Fuel Oil
STP,Refinery Gas
STP,Liquefied Petroleum Gases (LPG)
STP,Refinery Feedstocks
STP,Ethane
STP,Naphtha
STP,White Spirit & SBP
STP,Lubricants
STP,Bitumen
STP,Paraffin Waxes
STP,Petroleum Coke
STP,Non-specified Petroleum Products
STP,Nuclear fuel
STP,"Plastics, basic"
STP,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic"
STP,N-fertiliser
STP,P- and other fertiliser
STP,Chemicals nec
STP,Charcoal
STP,Additives/Blending Components
STP,Biogasoline
STP,Biodiesels
STP,Other Liquid Biofuels
STP,Rubber and plastic products (25)
STP,Glass and glass products
STP,"Secondary glass for treatment, Re-processing of secondary glass into new glass"
STP,Ceramic goods
STP,"Bricks, tiles and construction products, in baked clay"
STP,"Cement, lime and plaster"
STP,"Ash for treatment, Re-processing of ash into clinker"
STP,Other non-metallic mineral products
STP,Basic iron and steel and of ferro-alloys and first products thereof
STP,"Secondary steel for treatment, Re-processing of secondary steel into new steel"
STP,Precious metals
STP,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals"
STP,Aluminium and aluminium products
STP,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium"
STP,"Lead, zinc and tin and products thereof"
STP,"Secondary lead for treatment, Re-processing of secondary lead into new lead"
STP,Copper products
STP,"Secondary copper for treatment, Re-processing of secondary copper into new copper"
STP,Other non-ferrous metal products
STP,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals"
STP,Foundry work services
STP,"Fabricated metal products, except machinery and equipment (28)"
STP,Machinery and equipment n.e.c. (29)
STP,Office machinery and computers (30)
STP,Electrical machinery and apparatus n.e.c. (31)
STP,"Radio, television and communication equipment and apparatus (32)"
STP,"Medical, precision and optical instruments, watches and clocks (33)"
STP,"Motor vehicles, trailers and semi-trailers (34)"
STP,Other transport equipment (35)
STP,Furniture; other manufactured goods n.e.c. (36)
STP,Secondary raw materials
STP,"Bottles for treatment, Recycling of bottles by direct reuse"
STP,Electricity by coal
STP,Electricity by gas
STP,Electricity by nuclear
STP,Electricity by hydro
STP,Electricity by wind
STP,Electricity by petroleum and other oil derivatives
STP,Electricity by biomass and waste
STP,Electricity by solar photovoltaic
STP,Electricity by solar thermal
STP,"Electricity by tide, wave, ocean"
STP,Electricity by Geothermal
STP,Electricity nec
STP,Transmission services of electricity
STP,Distribution and trade services of electricity
STP,Coke oven gas
STP,Blast Furnace Gas
STP,Oxygen Steel Furnace Gas
STP,Gas Works Gas
STP,Biogas
STP,Distribution services of gaseous fuels through mains
STP,Steam and hot water supply services
STP,"Collected and purified water, distribution services of water (41)"
STP,Construction work (45)
STP,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates"
STP,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
STP,Retail trade services of motor fuel
STP,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)"
STP,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)"
STP,Hotel and restaurant services (55)
STP,Railway transportation services
STP,Other land transportation services
STP,Transportation services via pipelines
STP,Sea and coastal water transportation services
STP,Inland water transportation services
STP,Air transport services (62)
STP,Supporting and auxiliary transport services; travel agency services (63)
STP,Post and telecommunication services (64)
STP,"Financial intermediation services, except insurance and pension funding services (65)"
STP,"Insurance and pension funding services, except compulsory social security services (66)"
STP,Services auxiliary to financial intermediation (67)
STP,Real estate services (70)
STP,Renting services of machinery and equipment without operator and of personal and household goods (71)
STP,Computer and related services (72)
STP,Research and development services (73)
STP,Other business services (74)
STP,Public administration and defence services; compulsory social security services (75)
STP,Education services (80)
STP,Health and social work services (85)
STP,Food waste for treatment: incineration
STP,Paper waste for treatment: incineration
STP,Plastic waste for treatment: incineration
STP,Intert/metal waste for treatment: incineration
STP,Textiles waste for treatment: incineration
STP,Wood waste for treatment: incineration
STP,Oil/hazardous waste for treatment: incineration
STP,Food waste for treatment: biogasification and land application
STP,Paper waste for treatment: biogasification and land application
STP,Sewage sludge for treatment: biogasification and land application
STP,Food waste for treatment: composting and land application
STP,Paper and wood waste for treatment: composting and land application
STP,Food waste for treatment: waste water treatment
STP,Other waste for treatment: waste water treatment
STP,Food waste for treatment: landfill
STP,Paper for treatment: landfill
STP,Plastic waste for treatment: landfill
STP,Inert/metal/hazardous waste for treatment: landfill
STP,Textiles waste for treatment: landfill
STP,Wood waste for treatment: landfill
STP,Membership organisation services n.e.c. (91)
STP,"Recreational, cultural and sporting services (92)"
STP,Other services (93)
STP,Private households with employed persons (95)
STP,Extra-territorial organizations and bodies
SAU,Paddy rice
SAU,Wheat
SAU,Cereal grains nec
SAU,"Vegetables, fruit, nuts"
SAU,Oil seeds
SAU,"Sugar cane, sugar beet"
SAU,Plant-based fibers
SAU,Crops nec
SAU,Cattle
SAU,Pigs
SAU,Poultry
SAU,Meat animals nec
SAU,Animal products nec
SAU,Raw milk
SAU,"Wool, silk-worm cocoons"
SAU,Manure (conventional treatment)
SAU,Manure (biogas treatment)
SAU,"Products of forestry, logging and related services (02)"
SAU,Fish and other fishing products; services incidental of fishing (05)
SAU,Anthracite
SAU,Coking Coal
SAU,Other Bituminous Coal
SAU,Sub-Bituminous Coal
SAU,Patent Fuel
SAU,Lignite/Brown Coal
SAU,BKB/Peat Briquettes
SAU,Peat
SAU,"Crude petroleum and services related to crude oil extraction, excluding surveying"
SAU,"Natural gas and services related to natural gas extraction, excluding surveying"
SAU,Natural Gas Liquids
SAU,Other Hydrocarbons
SAU,Uranium and thorium ores (12)
SAU,Iron ores
SAU,Copper ores and concentrates
SAU,Nickel ores and concentrates
SAU,Aluminium ores and concentrates
SAU,Precious metal ores and concentrates
SAU,"Lead, zinc and tin ores and concentrates"
SAU,Other non-ferrous metal ores and concentrates
SAU,Stone
SAU,Sand and clay
SAU,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c."
SAU,Products of meat cattle
SAU,Products of meat pigs
SAU,Products of meat poultry
SAU,Meat products nec
SAU,products of Vegetable oils and fats
SAU,Dairy products
SAU,Processed rice
SAU,Sugar
SAU,Food products nec
SAU,Beverages
SAU,Fish products
SAU,Tobacco products (16)
SAU,Textiles (17)
SAU,Wearing apparel; furs (18)
SAU,Leather and leather products (19)
SAU,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)
SAU,"Wood material for treatment, Re-processing of secondary wood material into new wood material"
SAU,Pulp
SAU,"Secondary paper for treatment, Re-processing of secondary paper into new pulp"
SAU,Paper and paper products
SAU,Printed matter and recorded media (22)
SAU,Coke Oven Coke
SAU,Gas Coke
SAU,Coal Tar
SAU,Motor Gasoline
SAU,Aviation Gasoline
SAU,Gasoline Type Jet Fuel
SAU,Kerosene Type Jet Fuel
SAU,Kerosene
SAU,Gas/Diesel Oil
SAU,Heavy Fuel Oil
SAU,Refinery Gas
SAU,Liquefied Petroleum Gases (LPG)
SAU,Refinery Feedstocks
SAU,Ethane
SAU,Naphtha
SAU,White Spirit & SBP
SAU,Lubricants
SAU,Bitumen
SAU,Paraffin Waxes
SAU,Petroleum Coke
SAU,Non-specified Petroleum Products
SAU,Nuclear fuel
SAU,"Plastics, basic"
SAU,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic"
SAU,N-fertiliser
SAU,P- and other fertiliser
SAU,Chemicals nec
SAU,Charcoal
SAU,Additives/Blending Components
SAU,Biogasoline
SAU,Biodiesels
SAU,Other Liquid Biofuels
SAU,Rubber and plastic products (25)
SAU,Glass and glass products
SAU,"Secondary glass for treatment, Re-processing of secondary glass into new glass"
SAU,Ceramic goods
SAU,"Bricks, tiles and construction products, in baked clay"
SAU,"Cement, lime and plaster"
SAU,"Ash for treatment, Re-processing of ash into clinker"
SAU,Other non-metallic mineral products
SAU,Basic iron and steel and of ferro-alloys and first products thereof
SAU,"Secondary steel for treatment, Re-processing of secondary steel into new steel"
SAU,Precious metals
SAU,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals"
SAU,Aluminium and aluminium products
SAU,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium"
SAU,"Lead, zinc and tin and products thereof"
SAU,"Secondary lead for treatment, Re-processing of secondary lead into new lead"
SAU,Copper products
SAU,"Secondary copper for treatment, Re-processing of secondary copper into new copper"
SAU,Other non-ferrous metal products
SAU,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals"
SAU,Foundry work services
SAU,"Fabricated metal products, except machinery and equipment (28)"
SAU,Machinery and equipment n.e.c. (29)
SAU,Office machinery and computers (30)
SAU,Electrical machinery and apparatus n.e.c. (31)
SAU,"Radio, television and communication equipment and apparatus (32)"
SAU,"Medical, precision and optical instruments, watches and clocks (33)"
SAU,"Motor vehicles, trailers and semi-trailers (34)"
SAU,Other transport equipment (35)
SAU,Furniture; other manufactured goods n.e.c. (36)
SAU,Secondary raw materials
SAU,"Bottles for treatment, Recycling of bottles by direct reuse"
SAU,Electricity by coal
SAU,Electricity by gas
SAU,Electricity by nuclear
SAU,Electricity by hydro
SAU,Electricity by wind
SAU,Electricity by petroleum and other oil derivatives
SAU,Electricity by biomass and waste
SAU,Electricity by solar photovoltaic
SAU,Electricity by solar thermal
SAU,"Electricity by tide, wave, ocean"
SAU,Electricity by Geothermal
SAU,Electricity nec
SAU,Transmission services of electricity
SAU,Distribution and trade services of electricity
SAU,Coke oven gas
SAU,Blast Furnace Gas
SAU,Oxygen Steel Furnace Gas
SAU,Gas Works Gas
SAU,Biogas
SAU,Distribution services of gaseous fuels through mains
SAU,Steam and hot water supply services
SAU,"Collected and purified water, distribution services of water (41)"
SAU,Construction work (45)
SAU,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates"
SAU,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
SAU,Retail trade services of motor fuel
SAU,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)"
SAU,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)"
SAU,Hotel and restaurant services (55)
SAU,Railway transportation services
SAU,Other land transportation services
SAU,Transportation services via pipelines
SAU,Sea and coastal water transportation services
SAU,Inland water transportation services
SAU,Air transport services (62)
SAU,Supporting and auxiliary transport services; travel agency services (63)
SAU,Post and telecommunication services (64)
SAU,"Financial intermediation services, except insurance and pension funding services (65)"
SAU,"Insurance and pension funding services, except compulsory social security services (66)"
SAU,Services auxiliary to financial intermediation (67)
SAU,Real estate services (70)
SAU,Renting services of machinery and equipment without operator and of personal and household goods (71)
SAU,Computer and related services (72)
SAU,Research and development services (73)
SAU,Other business services (74)
SAU,Public administration and defence services; compulsory social security services (75)
SAU,Education services (80)
SAU,Health and social work services (85)
SAU,Food waste for treatment: incineration
SAU,Paper waste for treatment: incineration
SAU,Plastic waste for treatment: incineration
SAU,Intert/metal waste for treatment: incineration
SAU,Textiles waste for treatment: incineration
SAU,Wood waste for treatment: incineration
SAU,Oil/hazardous waste for treatment: incineration
SAU,Food waste for treatment: biogasification and land application
SAU,Paper waste for treatment: biogasification and land application
SAU,Sewage sludge for treatment: biogasification and land application
SAU,Food waste for treatment: composting and land application
SAU,Paper and wood waste for treatment: composting and land application
SAU,Food waste for treatment: waste water treatment
SAU,Other waste for treatment: waste water treatment
SAU,Food waste for treatment: landfill
SAU,Paper for treatment: landfill
SAU,Plastic waste for treatment: landfill
SAU,Inert/metal/hazardous waste for treatment: landfill
SAU,Textiles waste for treatment: landfill
SAU,Wood waste for treatment: landfill
SAU,Membership organisation services n.e.c. (91)
SAU,"Recreational, cultural and sporting services (92)"
SAU,Other services (93)
SAU,Private households with employed persons (95)
SAU,Extra-territorial organizations and bodies
SEN,Paddy rice
SEN,Wheat
SEN,Cereal grains nec
SEN,"Vegetables, fruit, nuts"
SEN,Oil seeds
SEN,"Sugar cane, sugar beet"
SEN,Plant-based fibers
SEN,Crops nec
SEN,Cattle
SEN,Pigs
SEN,Poultry
SEN,Meat animals nec
SEN,Animal products nec
SEN,Raw milk
SEN,"Wool, silk-worm cocoons"
SEN,Manure (conventional treatment)
SEN,Manure (biogas treatment)
SEN,"Products of forestry, logging and related services (02)"
SEN,Fish and other fishing products; services incidental of fishing (05)
SEN,Anthracite
SEN,Coking Coal
SEN,Other Bituminous Coal
SEN,Sub-Bituminous Coal
SEN,Patent Fuel
SEN,Lignite/Brown Coal
SEN,BKB/Peat Briquettes
SEN,Peat
SEN,"Crude petroleum and services related to crude oil extraction, excluding surveying"
SEN,"Natural gas and services related to natural gas extraction, excluding surveying"
SEN,Natural Gas Liquids
SEN,Other Hydrocarbons
SEN,Uranium and thorium ores (12)
SEN,Iron ores
SEN,Copper ores and concentrates
SEN,Nickel ores and concentrates
SEN,Aluminium ores and concentrates
SEN,Precious metal ores and concentrates
SEN,"Lead, zinc and tin ores and concentrates"
SEN,Other non-ferrous metal ores and concentrates
SEN,Stone
SEN,Sand and clay
SEN,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c."
SEN,Products of meat cattle
SEN,Products of meat pigs
SEN,Products of meat poultry
SEN,Meat products nec
SEN,products of Vegetable oils and fats
SEN,Dairy products
SEN,Processed rice
SEN,Sugar
SEN,Food products nec
SEN,Beverages
SEN,Fish products
SEN,Tobacco products (16)
SEN,Textiles (17)
SEN,Wearing apparel; furs (18)
SEN,Leather and leather products (19)
SEN,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)
SEN,"Wood material for treatment, Re-processing of secondary wood material into new wood material"
SEN,Pulp
SEN,"Secondary paper for treatment, Re-processing of secondary paper into new pulp"
SEN,Paper and paper products
SEN,Printed matter and recorded media (22)
SEN,Coke Oven Coke
SEN,Gas Coke
SEN,Coal Tar
SEN,Motor Gasoline
SEN,Aviation Gasoline
SEN,Gasoline Type Jet Fuel
SEN,Kerosene Type Jet Fuel
SEN,Kerosene
SEN,Gas/Diesel Oil
SEN,Heavy Fuel Oil
SEN,Refinery Gas
SEN,Liquefied Petroleum Gases (LPG)
SEN,Refinery Feedstocks
SEN,Ethane
SEN,Naphtha
SEN,White Spirit & SBP
SEN,Lubricants
SEN,Bitumen
SEN,Paraffin Waxes
SEN,Petroleum Coke
SEN,Non-specified Petroleum Products
SEN,Nuclear fuel
SEN,"Plastics, basic"
SEN,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic"
SEN,N-fertiliser
SEN,P- and other fertiliser
SEN,Chemicals nec
SEN,Charcoal
SEN,Additives/Blending Components
SEN,Biogasoline
SEN,Biodiesels
SEN,Other Liquid Biofuels
SEN,Rubber and plastic products (25)
SEN,Glass and glass products
SEN,"Secondary glass for treatment, Re-processing of secondary glass into new glass"
SEN,Ceramic goods
SEN,"Bricks, tiles and construction products, in baked clay"
SEN,"Cement, lime and plaster"
SEN,"Ash for treatment, Re-processing of ash into clinker"
SEN,Other non-metallic mineral products
SEN,Basic iron and steel and of ferro-alloys and first products thereof
SEN,"Secondary steel for treatment, Re-processing of secondary steel into new steel"
SEN,Precious metals
SEN,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals"
SEN,Aluminium and aluminium products
SEN,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium"
SEN,"Lead, zinc and tin and products thereof"
SEN,"Secondary lead for treatment, Re-processing of secondary lead into new lead"
SEN,Copper products
SEN,"Secondary copper for treatment, Re-processing of secondary copper into new copper"
SEN,Other non-ferrous metal products
SEN,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals"
SEN,Foundry work services
SEN,"Fabricated metal products, except machinery and equipment (28)"
SEN,Machinery and equipment n.e.c. (29)
SEN,Office machinery and computers (30)
SEN,Electrical machinery and apparatus n.e.c. (31)
SEN,"Radio, television and communication equipment and apparatus (32)"
SEN,"Medical, precision and optical instruments, watches and clocks (33)"
SEN,"Motor vehicles, trailers and semi-trailers (34)"
SEN,Other transport equipment (35)
SEN,Furniture; other manufactured goods n.e.c. (36)
SEN,Secondary raw materials
SEN,"Bottles for treatment, Recycling of bottles by direct reuse"
SEN,Electricity by coal
SEN,Electricity by gas
SEN,Electricity by nuclear
SEN,Electricity by hydro
SEN,Electricity by wind
SEN,Electricity by petroleum and other oil derivatives
SEN,Electricity by biomass and waste
SEN,Electricity by solar photovoltaic
SEN,Electricity by solar thermal
SEN,"Electricity by tide, wave, ocean"
SEN,Electricity by Geothermal
SEN,Electricity nec
SEN,Transmission services of electricity
SEN,Distribution and trade services of electricity
SEN,Coke oven gas
SEN,Blast Furnace Gas
SEN,Oxygen Steel Furnace Gas
SEN,Gas Works Gas
SEN,Biogas
SEN,Distribution services of gaseous fuels through mains
SEN,Steam and hot water supply services
SEN,"Collected and purified water, distribution services of water (41)"
SEN,Construction work (45)
SEN,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates"
SEN,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
SEN,Retail trade services of motor fuel
SEN,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)"
SEN,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)"
SEN,Hotel and restaurant services (55)
SEN,Railway transportation services
SEN,Other land transportation services
SEN,Transportation services via pipelines
SEN,Sea and coastal water transportation services
SEN,Inland water transportation services
SEN,Air transport services (62)
SEN,Supporting and auxiliary transport services; travel agency services (63)
SEN,Post and telecommunication services (64)
SEN,"Financial intermediation services, except insurance and pension funding services (65)"
SEN,"Insurance and pension funding services, except compulsory social security services (66)"
SEN,Services auxiliary to financial intermediation (67)
SEN,Real estate services (70)
SEN,Renting services of machinery and equipment without operator and of personal and household goods (71)
SEN,Computer and related services (72)
SEN,Research and development services (73)
SEN,Other business services (74)
SEN,Public administration and defence services; compulsory social security services (75)
SEN,Education services (80)
SEN,Health and social work services (85)
SEN,Food waste for treatment: incineration
SEN,Paper waste for treatment: incineration
SEN,Plastic waste for treatment: incineration
SEN,Intert/metal waste for treatment: incineration
SEN,Textiles waste for treatment: incineration
SEN,Wood waste for treatment: incineration
SEN,Oil/hazardous waste for treatment: incineration
SEN,Food waste for treatment: biogasification and land application
SEN,Paper waste for treatment: biogasification and land application
SEN,Sewage sludge for treatment: biogasification and land application
SEN,Food waste for treatment: composting and land application
SEN,Paper and wood waste for treatment: composting and land application
SEN,Food waste for treatment: waste water treatment
SEN,Other waste for treatment: waste water treatment
SEN,Food waste for treatment: landfill
SEN,Paper for treatment: landfill
SEN,Plastic waste for treatment: landfill
SEN,Inert/metal/hazardous waste for treatment: landfill
SEN,Textiles waste for treatment: landfill
SEN,Wood waste for treatment: landfill
SEN,Membership organisation services n.e.c. (91)
SEN,"Recreational, cultural and sporting services (92)"
SEN,Other services (93)
SEN,Private households with employed persons (95)
SEN,Extra-territorial organizations and bodies
SRB,Paddy rice
SRB,Wheat
SRB,Cereal grains nec
SRB,"Vegetables, fruit, nuts"
SRB,Oil seeds
SRB,"Sugar cane, sugar beet"
SRB,Plant-based fibers
SRB,Crops nec
SRB,Cattle
SRB,Pigs
SRB,Poultry
SRB,Meat animals nec
SRB,Animal products nec
SRB,Raw milk
SRB,"Wool, silk-worm cocoons"
SRB,Manure (conventional treatment)
SRB,Manure (biogas treatment)
SRB,"Products of forestry, logging and related services (02)"
SRB,Fish and other fishing products; services incidental of fishing (05)
SRB,Anthracite
SRB,Coking Coal
SRB,Other Bituminous Coal
SRB,Sub-Bituminous Coal
SRB,Patent Fuel
SRB,Lignite/Brown Coal
SRB,BKB/Peat Briquettes
SRB,Peat
SRB,"Crude petroleum and services related to crude oil extraction, excluding surveying"
SRB,"Natural gas and services related to natural gas extraction, excluding surveying"
SRB,Natural Gas Liquids
SRB,Other Hydrocarbons
SRB,Uranium and thorium ores (12)
SRB,Iron ores
SRB,Copper ores and concentrates
SRB,Nickel ores and concentrates
SRB,Aluminium ores and concentrates
SRB,Precious metal ores and concentrates
SRB,"Lead, zinc and tin ores and concentrates"
SRB,Other non-ferrous metal ores and concentrates
SRB,Stone
SRB,Sand and clay
SRB,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c."
SRB,Products of meat cattle
SRB,Products of meat pigs
SRB,Products of meat poultry
SRB,Meat products nec
SRB,products of Vegetable oils and fats
SRB,Dairy products
SRB,Processed rice
SRB,Sugar
SRB,Food products nec
SRB,Beverages
SRB,Fish products
SRB,Tobacco products (16)
SRB,Textiles (17)
SRB,Wearing apparel; furs (18)
SRB,Leather and leather products (19)
SRB,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)
SRB,"Wood material for treatment, Re-processing of secondary wood material into new wood material"
SRB,Pulp
SRB,"Secondary paper for treatment, Re-processing of secondary paper into new pulp"
SRB,Paper and paper products
SRB,Printed matter and recorded media (22)
SRB,Coke Oven Coke
SRB,Gas Coke
SRB,Coal Tar
SRB,Motor Gasoline
SRB,Aviation Gasoline
SRB,Gasoline Type Jet Fuel
SRB,Kerosene Type Jet Fuel
SRB,Kerosene
SRB,Gas/Diesel Oil
SRB,Heavy Fuel Oil
SRB,Refinery Gas
SRB,Liquefied Petroleum Gases (LPG)
SRB,Refinery Feedstocks
SRB,Ethane
SRB,Naphtha
SRB,White Spirit & SBP
SRB,Lubricants
SRB,Bitumen
SRB,Paraffin Waxes
SRB,Petroleum Coke
SRB,Non-specified Petroleum Products
SRB,Nuclear fuel
SRB,"Plastics, basic"
SRB,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic"
SRB,N-fertiliser
SRB,P- and other fertiliser
SRB,Chemicals nec
SRB,Charcoal
SRB,Additives/Blending Components
SRB,Biogasoline
SRB,Biodiesels
SRB,Other Liquid Biofuels
SRB,Rubber and plastic products (25)
SRB,Glass and glass products
SRB,"Secondary glass for treatment, Re-processing of secondary glass into new glass"
SRB,Ceramic goods
SRB,"Bricks, tiles and construction products, in baked clay"
SRB,"Cement, lime and plaster"
SRB,"Ash for treatment, Re-processing of ash into clinker"
SRB,Other non-metallic mineral products
SRB,Basic iron and steel and of ferro-alloys and first products thereof
SRB,"Secondary steel for treatment, Re-processing of secondary steel into new steel"
SRB,Precious metals
SRB,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals"
SRB,Aluminium and aluminium products
SRB,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium"
SRB,"Lead, zinc and tin and products thereof"
SRB,"Secondary lead for treatment, Re-processing of secondary lead into new lead"
SRB,Copper products
SRB,"Secondary copper for treatment, Re-processing of secondary copper into new copper"
SRB,Other non-ferrous metal products
SRB,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals"
SRB,Foundry work services
SRB,"Fabricated metal products, except machinery and equipment (28)"
